Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Ram_GB,Memory,Gpu,OpSys,Weight_kg,CPU_GHz,ScreenWidth_px,ScreenHeight_px,Touchscreen,IPS,CPU_Brand,GPU_Brand,Price
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,1TB HDD,AMD Radeon 530,Windows 10,2.2,1.6,1920,1080,0,0,Intel,AMD,41345.28
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,2.5,1366,768,0,0,Intel,Intel,42570.72
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 7,1.88,2.3,1366,768,0,0,Intel,Intel,49656.96
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2GB,2.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,1.44,1920,1080,0,0,Intel,Intel,12733.92
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,No OS,2.2,2.5,1920,1080,0,0,Intel,Intel,24935.04
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.5,2.5,1920,1080,1,0,Intel,Intel,34046.4528
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,11.1,2.7,1920,1080,0,0,Intel,Intel,101232.0
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2.8,1920,1080,0,0,Intel,Nvidia,78801.12
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8,1.6,1920,1080,0,0,Intel,Intel,44169.12
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2,2.0,1920,1080,0,0,Intel,Nvidia,30849.12
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,8.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,1.1,1366,768,0,0,Intel,Intel,21258.72
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,2.5,1920,1080,0,0,Intel,Nvidia,48304.7136
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23,1.6,3200,1800,1,0,Intel,Intel,99580.32
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.42,1.6,1366,768,0,0,Intel,Intel,13266.72
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,2.7,1920,1080,1,1,Intel,Intel,93635.3376
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2.8,3840,2160,1,0,Intel,Nvidia,127818.72
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5,2.8,1920,1080,0,1,Intel,Nvidia,59087.52
HP,Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8GB,8.0,1TB HDD,AMD Radeon R5,Windows 10,2.6,3.0,1600,900,0,0,AMD,AMD,27753.552
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.14,2.7,1920,1080,0,1,Intel,Intel,130536.0
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5,2.8,1920,1080,0,1,Intel,Nvidia,62284.32
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,2.0,1366,768,0,0,Intel,Intel,23976.0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.43,1.6,1366,768,0,0,Intel,Intel,14598.72
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel Graphics 620,Windows 10,1.8,2.5,1920,1080,0,1,Intel,Intel,48964.32
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2.8,1920,1080,0,0,Intel,Nvidia,138474.72
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.3,1920,1080,0,0,Intel,Intel,64628.64
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2.7,1920,1080,0,1,Intel,Intel,84395.52
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,32.0,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8,2.7,1920,1080,0,1,Intel,Nvidia,149130.72
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,2.5,1920,1080,0,0,Intel,Nvidia,37775.52
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1.6,1920,1080,0,0,Intel,Intel,77250.672
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,2.8,1920,1080,0,0,Intel,Nvidia,63499.104
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,No OS,1.86,2.0,1366,768,0,0,Intel,Intel,19441.872
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,2.5,1920,1080,0,1,Intel,Intel,56689.92
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,AMD Radeon 530,Windows 10,6.2,1.8,1920,1080,0,0,Intel,AMD,48964.32
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,1.8,1920,1080,0,0,Intel,AMD,60472.8
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10,3.31,2.6,1920,1080,0,1,Intel,Nvidia,63722.88
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,3840,2160,0,1,Intel,Nvidia,167691.8736
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.56,2.4,1920,1080,0,0,Intel,Intel,65481.12
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.2,1.1,1366,768,0,0,Intel,Intel,22324.32
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,2.3,1920,1080,0,0,Intel,Intel,28504.8
HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6GB,6.0,1TB HDD,AMD Radeon R5 M430,Windows 10,2.04,2.0,1920,1080,0,0,Intel,AMD,28717.92
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,2.8,1920,1080,0,0,Intel,Nvidia,79215.1056
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,2.1,1366,768,0,0,Intel,Intel,26533.44
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,AMD Radeon 530,Windows 10,2.1,2.7,1920,1080,0,0,Intel,AMD,39693.6
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,2.5,1920,1080,0,1,Intel,Intel,67026.24
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Linux,2.1,2.0,1366,768,0,0,Intel,Intel,21951.36
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,8.0,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252,2.8,2256,1504,1,0,Intel,Intel,99519.048
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.9,2.5,1920,1080,0,0,Intel,AMD,43580.376
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.3,2.5,1920,1080,1,1,Intel,Intel,55091.52
Lenovo,Notebook,35.6,1366x768,AMD E-Series E2-9000 2.2GHz,4GB,4.0,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2,2.2,1366,768,0,0,AMD,AMD,18594.72
HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,2.4,1920,1080,1,1,Intel,Nvidia,37242.72
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,2.8,1920,1080,0,0,Intel,Nvidia,68944.32
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,2.5,1920,1080,0,0,Intel,Intel,60472.8
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,8.0,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,1.1,1366,768,1,0,Intel,Intel,26373.6
LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,1.8,1920,1080,0,1,Intel,Intel,122490.72
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.5,1920,1080,0,0,Intel,Nvidia,69210.72
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,1920,1080,0,0,Intel,Nvidia,53168.112
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,1.1,1366,768,0,0,Intel,Intel,22324.32
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,2.5,1920,1080,0,0,Intel,Nvidia,109277.28
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,256GB SSD,AMD Radeon R5 520,Windows 10,2.5,2.0,1920,1080,0,1,Intel,AMD,37242.72
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,1.8,1920,1080,1,1,Intel,Intel,79866.72
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,2.9,1920,1080,0,0,Intel,Nvidia,149916.6
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,AMD Radeon 520,Windows 10,1.86,2.5,1366,768,0,0,Intel,AMD,32639.8608
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,2.0,1366,768,0,0,Intel,AMD,29073.2976
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,6.0,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65,2.4,1920,1080,0,1,AMD,AMD,30316.32
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,4.0,500GB HDD,Intel HD Graphics 510,Windows 10,2.1,1.6,1366,768,0,0,Intel,Intel,16943.04
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,1.6,1366,768,0,0,Intel,Intel,19980.0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,2.5,1920,1080,0,0,Intel,Intel,37242.72
HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,2.8,1920,1080,0,0,Intel,Nvidia,101657.7072
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2.7,2560,1440,1,0,Intel,Intel,137995.2
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,2.5,1920,1080,0,1,Intel,Intel,51841.44
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,1.6,1366,768,0,0,Intel,Intel,14332.32
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,2.7,1920,1080,1,0,Intel,Intel,93186.72
Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,4.0,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,0.9,1920,1080,1,0,Intel,Intel,35644.32
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,2.5,1920,1080,1,0,Intel,Intel,100006.56
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,2.5,1920,1080,0,0,Intel,Nvidia,43636.32
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4GB,4.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,2.9,1920,1080,0,0,AMD,AMD,21258.72
Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8GB,8.0,1TB HDD,AMD Radeon R7,Windows 10,2.2,3.6,1366,768,0,0,AMD,AMD,22857.12
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,2.5,1920,1080,0,0,Intel,Intel,33110.856
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,No OS,1.9,2.0,1366,768,0,0,Intel,Intel,23976.0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,2.5,1920,1080,0,0,Intel,Intel,42357.6
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1GB,1.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,1.6,1920,1080,1,1,Intel,Intel,53226.72
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,16.0,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18,2.5,1920,1080,0,0,Intel,Nvidia,98834.4
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,2.3,1920,1080,0,0,Intel,Intel,63456.48
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6GB,6.0,2TB HDD,AMD Radeon 530,Windows 10,2.71,2.5,1920,1080,0,1,AMD,AMD,34898.9328
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.8,1920,1080,0,1,Intel,Nvidia,66546.72
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,2.8,1920,1080,0,0,Intel,Nvidia,58021.92
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Linux,1.98,2.5,1920,1080,0,0,Intel,Intel,38681.28
Asus,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,1.1,1920,1080,0,0,Intel,Intel,15877.44
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16GB,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,2.6,1920,1080,0,0,Intel,Intel,76012.4448
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,2.5,1920,1080,0,1,Intel,Nvidia,45664.6896
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,2.6,1920,1080,0,0,Intel,Intel,62817.12
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4GB,4.0,500GB HDD,AMD Radeon R4,Windows 10,2.19,2.0,1366,768,0,0,AMD,AMD,15877.44
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4GB,4.0,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,1.92,1920,1200,0,1,Intel,Intel,14119.2
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,2.7,1920,1080,0,0,Intel,Nvidia,63936.0
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,64GB,64.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.17,2.5,2560,1440,0,1,Intel,Intel,89864.1792
HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,2.5,1366,768,1,1,Intel,Intel,44574.048
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2.5,1920,1080,0,1,Intel,Intel,79866.72
Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,32.0,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,2.8,3840,2160,0,0,Intel,Nvidia,194972.832
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2.8,1920,1080,0,0,Intel,Nvidia,71847.0144
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD,Intel HD Graphics 620,No OS,1.9,2.5,1366,768,0,0,Intel,Intel,26101.872
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.71,2.4,1920,1080,1,0,Intel,Intel,34578.72
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,AMD Radeon R7 M445,Linux,2.32,2.5,1366,768,0,0,Intel,AMD,31409.6256
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,4.0,1TB HDD,AMD Radeon 520,Windows 10,2.1,3.0,1920,1080,0,0,AMD,AMD,26053.92
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,2.6,1920,1080,0,1,Intel,Nvidia,103096.8
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12GB,12.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.25,2.5,1366,768,0,0,Intel,Intel,34578.72
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,6.0,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,3.0,1920,1080,0,0,AMD,AMD,34632.0
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,2.5,1366,768,0,0,Intel,Intel,29783.52
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,2.5,1920,1080,0,1,Intel,Intel,51148.8
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.85,2.7,1920,1080,0,0,Intel,Intel,41505.12
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6,2.8,1920,1080,0,0,Intel,Nvidia,128884.32
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55,1.6,1920,1080,1,0,Intel,Intel,35111.52
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2.8,1920,1080,0,0,Intel,Nvidia,111593.8944
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,2.0,1366,768,0,0,Intel,Intel,21887.424
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0,2.7,1920,1080,0,0,Intel,Nvidia,64308.96
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.0,2.0,1366,768,0,0,Intel,Intel,35431.2
Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,2.5,1920,1080,1,1,Intel,Intel,81784.8
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,2.5,1920,1080,1,0,Intel,Intel,53226.72
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,16.0,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5,2.8,3840,2160,0,1,Intel,Nvidia,175770.72
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,2.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,1.6,1366,768,0,0,Intel,Intel,17582.4
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,2.7,1920,1080,0,0,Intel,Intel,87858.72
Dell,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,2.5,1366,768,0,0,Intel,Intel,60031.1088
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,16.0,256GB SSD,Nvidia Quadro M2000M,Windows 7,3.0,2.9,1920,1080,0,1,Intel,Nvidia,233845.92
